abaisse abaisse	    Adj:Mas+SG
stabilimetre    stabilimetre Nom:Mas+SG
stabilisaient stabiliser Ver:IImp+PL+P3
stabilisais	    stabiliser  Ver:IImp+SG+P1:IImp+SG+P2
stabilisai stabiliser Ver:IPSim+SG+P1
stabilisait	stabiliser Ver:IImp+SG+P3
stabilisames stabiliser	    Ver:IPSim+PL+P1
accotes	accoter	Ver:IPre+SG+P2:SPre+SG+P2
accotez	accoter	Ver:IPre+PL+P2:ImPre+PL+P2
accotiez	accoter	Ver:IImp+PL+P2:SPre+PL+P2
accotions	accoter	Ver:IImp+PL+P1:SPre+PL+P1
accotoir	accotoir	Nom:Mas+SG
accotons	accoter	Ver:IPre+PL+P1:ImPre+PL+P1
accoua	accouer	Ver:IPSim+SG+P3
accouai	accouer	Ver:IPSim+SG+P1
accouaient	accouer	Ver:IImp+PL+P3
accouais	accouer	Ver:IImp+SG+P1:IImp+SG+P2
accouait	accouer	Ver:IImp+SG+P3
accouames	accouer	Ver:IPSim+PL+P1
accouant	accouer	Ver:PPre
accouas	accouer	Ver:IPSim+SG+P2
accouasse	accouer	Ver:SImp+SG+P1
accouassent	accouer	Ver:SImp+PL+P3
accouasses	accouer	Ver:SImp+SG+P2
accouassiez	accouer	Ver:SImp+PL+P2
accouassions	accouer	Ver:SImp+PL+P1
accouat	accouer	Ver:SImp+SG+P3
accouates	accouer	Ver:IPSim+PL+P2
accoucha	accoucher	Ver:IPSim+SG+P3
accouchai	accoucher	Ver:IPSim+SG+P1
accouchaient	accoucher	Ver:IImp+PL+P3
accouchais	accoucher	Ver:IImp+SG+P1:IImp+SG+P2
accouchait	accoucher	Ver:IImp+SG+P3
accouchames	accoucher	Ver:IPSim+PL+P1
accouchant	accoucher	Ver:PPre
accouchas	accoucher	Ver:IPSim+SG+P2
accouchasse	accoucher	Ver:SImp+SG+P1
accouchassent	accoucher	Ver:SImp+PL+P3
accouchasses	accoucher	Ver:SImp+SG+P2
accouchassiez	accoucher	Ver:SImp+PL+P2
accouchassions	accoucher	Ver:SImp+PL+P1
accouchat	accoucher	Ver:SImp+SG+P3
accouchates	accoucher	Ver:IPSim+PL+P2
accouche	accoucher	Ver:IPre+SG+P1:IPre+SG+P3:SPre+SG+P1:SPre+SG+P3:ImPre+SG+P2
accouche	accoucher	Ver:PPas+Mas+SG
accouchee	accouchee	Nom:Fem+SG
accouchee	accoucher	Ver:PPas+Fem+SG
accouchees	accouchee	Nom:Fem+PL
accouchees	accoucher	Ver:PPas+Fem+PL
accouchement	accouchement	Nom:Mas+SG
accouchements	accouchement	Nom:Mas+PL
accouchent	accoucher	Ver:IPre+PL+P3:SPre+PL+P3
accouchera	accoucher	Ver:IFut+SG+P3
accoucher	accoucher	Ver:Inf
accoucherai	accoucher	Ver:IFut+SG+P1
accoucheraient	accoucher	Ver:CPre+PL+P3
accoucherais	accoucher	Ver:CPre+SG+P1:CPre+SG+P2
accoucherait	accoucher	Ver:CPre+SG+P3
accoucheras	accoucher	Ver:IFut+SG+P2
accoucherent	accoucher	Ver:IPSim+PL+P3
accoucherez	accoucher	Ver:IFut+PL+P2
accoucheriez	accoucher	Ver:CPre+PL+P2
accoucherions	accoucher	Ver:CPre+PL+P1
accoucherons	accoucher	Ver:IFut+PL+P1
accoucheront	accoucher	Ver:IFut+PL+P3
accouches	accoucher	Ver:IPre+SG+P2:SPre+SG+P2
accouches	accoucher	Ver:PPas+Mas+PL
accoucheur	accoucheur	Adj:Mas+SG
accoucheur	accoucheur	Nom:Mas+SG
accoucheurs	accoucheur	Adj:Mas+PL
accoucheurs	accoucheur	Nom:Mas+PL
accoucheuse	accoucheur	Nom:Fem+SG
accoucheuses	accoucheur	Nom:Fem+PL
accouchez	accoucher	Ver:IPre+PL+P2:ImPre+PL+P2
accouchiez	accoucher	Ver:IImp+PL+P2:SPre+PL+P2
accouchions	accoucher	Ver:IImp+PL+P1:SPre+PL+P1
accouchons	accoucher	Ver:IPre+PL+P1:ImPre+PL+P1
accouda	accouder	Ver:IPSim+SG+P3
accoudai	accouder	Ver:IPSim+SG+P1
accoudaient	accouder	Ver:IImp+PL+P3
accoudais	accouder	Ver:IImp+SG+P1:IImp+SG+P2
accoudait	accouder	Ver:IImp+SG+P3
accoudames	accouder	Ver:IPSim+PL+P1
accoudant	accouder	Ver:PPre
accoudas	accouder	Ver:IPSim+SG+P2
accoudasse	accouder	Ver:SImp+SG+P1
accoudassent	accouder	Ver:SImp+PL+P3
accoudasses	accouder	Ver:SImp+SG+P2
accoudassiez	accouder	Ver:SImp+PL+P2
accoudassions	accouder	Ver:SImp+PL+P1
accoudat	accouder	Ver:SImp+SG+P3
accoudates	accouder	Ver:IPSim+PL+P2
accoude	accoude	Adj:Mas+SG
accoude	accouder	Ver:IPre+SG+P1:IPre+SG+P3:SPre+SG+P1:SPre+SG+P3:ImPre+SG+P2
accoude	accouder	Ver:PPas+Mas+SG
accoudee	accoude	Adj:Fem+SG
accoudee	accouder	Ver:PPas+Fem+SG
accoudees	accoude	Adj:Fem+PL
accoudees	accouder	Ver:PPas+Fem+PL
accoudement	accoudement	Nom:Mas+SG
accoudent	accouder	Ver:IPre+PL+P3:SPre+PL+P3
accoudera	accouder	Ver:IFut+SG+P3
accouder	accouder	Ver:Inf
accouderai	accouder	Ver:IFut+SG+P1
accouderaient	accouder	Ver:CPre+PL+P3
accouderais	accouder	Ver:CPre+SG+P1
accouderais	accouder	Ver:CPre+SG+P2
accouderait	accouder	Ver:CPre+SG+P3
accouderas	accouder	Ver:IFut+SG+P2
accouderent	accouder	Ver:IPSim+PL+P3
accouderez	accouder	Ver:IFut+PL+P2
accouderiez	accouder	Ver:CPre+PL+P2
accouderions	accouder	Ver:CPre+PL+P1
accouderons	accouder	Ver:IFut+PL+P1
accouderont	accouder	Ver:IFut+PL+P3
accoudes	accoude	Adj:Mas+PL
accoudes	accouder	Ver:IPre+SG+P2:SPre+SG+P2
accoudes	accouder	Ver:PPas+Mas+PL
accoudez	accouder	Ver:IPre+PL+P2:ImPre+PL+P2
accoudiez	accouder	Ver:IImp+PL+P2:SPre+PL+P2
accoudions	accouder	Ver:IImp+PL+P1:SPre+PL+P1
accoudoir	accoudoir	Nom:Mas+SG
accoudoirs	accoudoir	Nom:Mas+PL
accoudons	accouder	Ver:IPre+PL+P1:ImPre+PL+P1
accoue	accouer	Ver:IPre+SG+P1:IPre+SG+P3:SPre+SG+P1:SPre+SG+P3:ImPre+SG+P2
accoue	accouer	Ver:PPas+Mas+SG
accouent	accouer	Ver:IPre+PL+P3:SPre+PL+P3
accouer	accouer	Ver:Inf
accouerent	accouer	Ver:IPSim+PL+P3
accoues	accouer	Ver:IPre+SG+P2:SPre+SG+P2
accouez	accouer	Ver:IPre+PL+P2:ImPre+PL+P2
accouiez	accouer	Ver:IImp+PL+P2:SPre+PL+P2
accouions	accouer	Ver:IImp+PL+P1:SPre+PL+P1
accouons	accouer	Ver:IPre+PL+P1:ImPre+PL+P1
accoupla	accoupler	Ver:IPSim+SG+P3
accouplai	accoupler	Ver:IPSim+SG+P1
accouplaient	accoupler	Ver:IImp+PL+P3
accouplais	accoupler	Ver:IImp+SG+P1:IImp+SG+P2
accouplait	accoupler	Ver:IImp+SG+P3
accouplames	accoupler	Ver:IPSim+PL+P1
accouplant	accoupler	Ver:PPre
accouplas	accoupler	Ver:IPSim+SG+P2
accouplasse	accoupler	Ver:SImp+SG+P1
accouplassent	accoupler	Ver:SImp+PL+P3
accouplasses	accoupler	Ver:SImp+SG+P2
accouplassiez	accoupler	Ver:SImp+PL+P2
accouplassions	accoupler	Ver:SImp+PL+P1
accouplat	accoupler	Ver:SImp+SG+P3
accouplates	accoupler	Ver:IPSim+PL+P2
accouple	accouple	Adj:Mas+SG
accouple	accouple	Nom:Fem+SG
accouple	accoupler	Ver:IPre+SG+P1:IPre+SG+P3:SPre+SG+P1:SPre+SG+P3:ImPre+SG+P2
accouple	accoupler	Ver:PPas+Mas+SG
accouplee	accouple	Adj:Fem+SG
accouplee	accoupler	Ver:PPas+Fem+SG
accouplees	accouple	Adj:Fem+PL
accouplees	accoupler	Ver:PPas+Fem+PL
accouplement	accouplement	Nom:Mas+SG
accouplements	accouplement	Nom:Mas+PL
accouplent	accoupler	Ver:IPre+PL+P3:SPre+PL+P3
accouplera	accoupler	Ver:IFut+SG+P3
accoupler	accoupler	Ver:Inf
accouplerai	accoupler	Ver:IFut+SG+P1
accoupleraient	accoupler	Ver:CPre+PL+P3
accouplerais	accoupler	Ver:CPre+SG+P1:CPre+SG+P2
accouplerait	accoupler	Ver:CPre+SG+P3
accoupleras	accoupler	Ver:IFut+SG+P2
accouplerent	accoupler	Ver:IPSim+PL+P3
accouplerez	accoupler	Ver:IFut+PL+P2
accoupleriez	accoupler	Ver:CPre+PL+P2
accouplerions	accoupler	Ver:CPre+PL+P1
accouplerons	accoupler	Ver:IFut+PL+P1
accoupleront	accoupler	Ver:IFut+PL+P3
accouples	accouple	Adj:Mas+PL
accouples	accouple	Nom:Fem+PL
accouples	accoupler	Ver:IPre+SG+P2:SPre+SG+P2
accouples	accoupler	Ver:PPas+Mas+PL
accouplez	accoupler	Ver:IPre+PL+P2:ImPre+PL+P2
accoupliez	accoupler	Ver:IImp+PL+P2:SPre+PL+P2
accouplions	accoupler	Ver:IImp+PL+P1:SPre+PL+P1
accouplons	accoupler	Ver:IPre+PL+P1:ImPre+PL+P1
accouraient	accourir	Ver:IImp+PL+P3
accourais	accourir	Ver:IImp+SG+P1:IImp+SG+P2
accourait	accourir	Ver:IImp+SG+P3
accourant	accourir	Ver:PPre
accourci	accourcir	Ver:PPas+Mas+SG
accourcie	accourcir	Ver:PPas+Fem+SG
accourcies	accourcir	Ver:PPas+Fem+PL
accourcimes	accourcir	Ver:IPSim+PL+P1
accourcira	accourcir	Ver:IFut+SG+P3
accourcir	accourcir	Ver:Inf
accourcirai	accourcir	Ver:IFut+SG+P1
accourciraient	accourcir	Ver:CPre+PL+P3
accourcirais	accourcir	Ver:CPre+SG+P1:CPre+SG+P2
accourcirait	accourcir	Ver:CPre+SG+P3
accourciras	accourcir	Ver:IFut+SG+P2
accourcirent	accourcir	Ver:IPSim+PL+P3
accourcirez	accourcir	Ver:IFut+PL+P2
accourciriez	accourcir	Ver:CPre+PL+P2
accourcirions	accourcir	Ver:CPre+PL+P1
accourcirons	accourcir	Ver:IFut+PL+P1
accourciront	accourcir	Ver:IFut+PL+P3
accourcis	accourcir	Ver:PPas+Mas+PL:IPre+SG+P1:IPre+SG+P2:IPSim+SG+P1:IPSim+SG+P2:ImPre+SG+P2
accourcissaient	accourcir	Ver:IImp+PL+P3
accourcissais	accourcir	Ver:IImp+SG+P1
accourcissais	accourcir	Ver:IImp+SG+P2
accourcissait	accourcir	Ver:IImp+SG+P3
accourcissant	accourcir	Ver:PPre
accourcissant	accourcir	Ver:PPre
accourcissant	accourcir	Ver:PPre+Mas+SG
accourcisse	accourcir	Ver:SImp+SG+P1
accourcisse	accourcir	Ver:SPre+SG+P1
accourcisse	accourcir	Ver:SPre+SG+P3
accourcissement	accourcissement	Nom:Mas+SG
accourcissent	accourcir	Ver:IPre+PL+P3
accourcissent	accourcir	Ver:SImp+PL+P3
accourcissent	accourcir	Ver:SPre+PL+P3
accourcisses	accourcir	Ver:SImp+SG+P2
accourcisses	accourcir	Ver:SPre+SG+P2
accourcissez	accourcir	Ver:Imp+PL+P2
accourcissez	accourcir	Ver:IPre+PL+P2
accourcissiez	accourcir	Ver:IImp+PL+P2:SPre+PL+P2:SImp+PL+P2
accourcissions	accourcir	Ver:IImp+PL+P1:SPre+PL+P1:SImp+PL+P1
accourcissons	accourcir	Ver:Imp+PL+P1
accourcissons	accourcir	Ver:IPre+PL+P1
accourcit	accourcir	Ver:IPre+SG+P3:IPSim+SG+P3
accourcit	accourcir	Ver:SImp+SG+P3
accourcites	accourcir	Ver:IPSim+PL+P2
accoure	accourir	Ver:SPre+SG+P1:SPre+SG+P3
accourent	accourir	Ver:IPre+PL+P3:SPre+PL+P3
accoures	accourir	Ver:SPre+SG+P2
accourez	accourir	Ver:IPre+PL+P2:ImPre+PL+P2
accouriez	accourir	Ver:IImp+PL+P2:SPre+PL+P2
accourions	accourir	Ver:IImp+PL+P1:SPre+PL+P1
accourir	accourir	Ver:Inf
accourons	accourir	Ver:IPre+PL+P1:ImPre+PL+P1
accourra	accourir	Ver:IFut+SG+P3
accourrai	accourir	Ver:IFut+SG+P1
accourraient	accourir	Ver:CPre+PL+P3
accourrais	accourir	Ver:CPre+SG+P1:CPre+SG+P2
accourrait	accourir	Ver:CPre+SG+P3
accourras	accourir	Ver:IFut+SG+P2
accourrez	accourir	Ver:IFut+PL+P2
accourriez	accourir	Ver:CPre+PL+P2
accourrions	accourir	Ver:CPre+PL+P1
accourrons	accourir	Ver:IFut+PL+P1
accourront	accourir	Ver:IFut+PL+P3
accours	accourir	Ver:IPre+SG+P1:IPre+SG+P2:ImPre+SG+P2
accourt	accourir	Ver:IPre+SG+P3
accouru	accourir	Ver:PPas+Mas+SG
accourue	accourir	Ver:PPas+Fem+SG
accourues	accourir	Ver:PPas+Fem+PL
accourumes	accourir	Ver:IPSim+PL+P1
accoururent	accourir	Ver:IPSim+PL+P3
accourus	accourir	Ver:IPSim+SG+P1:IPSim+SG+P2
accourusse	accourir	Ver:SImp+SG+P1
accourussent	accourir	Ver:SImp+PL+P3
accourusses	accourir	Ver:SImp+SG+P2
accourussiez	accourir	Ver:SImp+PL+P2
accourussions	accourir	Ver:SImp+PL+P1
accourut	accourir	Ver:IPSim+SG+P3
accourut	accourir	Ver:SImp+SG+P3
accourutes	accourir	Ver:IPSim+PL+P2
accoutra	accoutrer	Ver:IPSim+SG+P3
accoutrai	accoutrer	Ver:IPSim+SG+P1
accoutraient	accoutrer	Ver:IImp+PL+P3
accoutrais	accoutrer	Ver:IImp+SG+P1:IImp+SG+P2
accoutrait	accoutrer	Ver:IImp+SG+P3
accoutrames	accoutrer	Ver:IPSim+PL+P1
accoutrant	accoutrer	Ver:PPre
accoutras	accoutrer	Ver:IPSim+SG+P2
accoutrasse	accoutrer	Ver:SImp+SG+P1
accoutrassent	accoutrer	Ver:SImp+PL+P3
accoutrasses	accoutrer	Ver:SImp+SG+P2
accoutrassiez	accoutrer	Ver:SImp+PL+P2
accoutrassions	accoutrer	Ver:SImp+PL+P1
accoutrat	accoutrer	Ver:SImp+SG+P3
accoutrates	accoutrer	Ver:IPSim+PL+P2
accoutre	accoutrer	Ver:IPre+SG+P1:IPre+SG+P3:SPre+SG+P1:SPre+SG+P3:ImPre+SG+P2
accoutre	accoutrer	Ver:PPas+Mas+SG
accoutrement	accoutrement	Nom:Mas+SG
accoutrements	accoutrement	Nom:Mas+PL
accoutrent	accoutrer	Ver:IPre+PL+P3:SPre+PL+P3
accoutrer	accoutrer	Ver:Inf
accoutrerent	accoutrer	Ver:IPSim+PL+P3
accoutres	accoutrer	Ver:IPre+SG+P2:SPre+SG+P2
accoutrez	accoutrer	Ver:IPre+PL+P2:ImPre+PL+P2
accoutriez	accoutrer	Ver:IImp+PL+P2:SPre+PL+P2
accoutrions	accoutrer	Ver:IImp+PL+P1:SPre+PL+P1
accoutrons	accoutrer	Ver:IPre+PL+P1:ImPre+PL+P1
accoutuma	accoutumer	Ver:IPSim+SG+P3
accoutumai	accoutumer	Ver:IPSim+SG+P1
accoutumaient	accoutumer	Ver:IImp+PL+P3
accoutumais	accoutumer	Ver:IImp+SG+P1:IImp+SG+P2
accoutumait	accoutumer	Ver:IImp+SG+P3
accoutumames	accoutumer	Ver:IPSim+PL+P1
accoutumance	accoutumance	Nom:Fem+SG
accoutumant	accoutumer	Ver:PPre
accoutumas	accoutumer	Ver:IPSim+SG+P2
accoutumasse	accoutumer	Ver:SImp+SG+P1
accoutumassent	accoutumer	Ver:SImp+PL+P3
accoutumasses	accoutumer	Ver:SImp+SG+P2
accoutumassiez	accoutumer	Ver:SImp+PL+P2
accoutumassions	accoutumer	Ver:SImp+PL+P1
accoutumat	accoutumer	Ver:SImp+SG+P3
accoutumates	accoutumer	Ver:IPSim+PL+P2
accoutume	accoutume	Adj:Mas+SG
accoutume	accoutumer	Ver:Imp+SG+P2
accoutume	accoutumer	Ver:IPre+SG+P1
accoutume	accoutumer	Ver:IPre+SG+P3
accoutume	accoutumer	Ver:PPas+Mas+SG
accoutume	accoutumer	Ver:SPre+SG+P1
accoutume	accoutumer	Ver:SPre+SG+P3
accoutumee	accoutume	Adj:Fem+SG
accoutumee	accoutumee	Nom:Fem+SG
accoutumee	accoutumer	Ver:PPas+Fem+SG
accoutumees	accoutume	Adj:Fem+PL
accoutumees	accoutumer	Ver:PPas+Fem+PL
accoutument	accoutumer	Ver:IPre+PL+P3:SPre+PL+P3
accoutumera	accoutumer	Ver:IFut+SG+P3
accoutumer	accoutumer	Ver:Inf
accoutumerai	accoutumer	Ver:IFut+SG+P1
accoutumeraient	accoutumer	Ver:CPre+PL+P3
accoutumerais	accoutumer	Ver:CPre+SG+P1:CPre+SG+P2
accoutumerait	accoutumer	Ver:CPre+SG+P3
accoutumeras	accoutumer	Ver:IFut+SG+P2
accoutumerent	accoutumer	Ver:IPSim+PL+P3
accoutumerez	accoutumer	Ver:IFut+PL+P2
accoutumeriez	accoutumer	Ver:CPre+PL+P2
accoutumerions	accoutumer	Ver:CPre+PL+P1
accoutumerons	accoutumer	Ver:IFut+PL+P1
accoutumeront	accoutumer	Ver:IFut+PL+P3
accoutumes	accoutume	Adj:Mas+PL
accoutumes	accoutumer	Ver:IPre+SG+P2
accoutumes	accoutumer	Ver:PPas+Mas+PL
accoutumes	accoutumer	Ver:SPre+SG+P2
accoutumez	accoutumer	Ver:IPre+PL+P2:ImPre+PL+P2
accoutumiez	accoutumer	Ver:IImp+PL+P2:SPre+PL+P2
accoutumions	accoutumer	Ver:IImp+PL+P1:SPre+PL+P1
accoutumons	accoutumer	Ver:IPre+PL+P1:ImPre+PL+P1
accouvage	accouvage	Nom:Mas+SG
accredita	accrediter	Ver:IPSim+SG+P3
accreditai	accrediter	Ver:IPSim+SG+P1
accreditaient	accrediter	Ver:IImp+PL+P3
accreditais	accrediter	Ver:IImp+SG+P1:IImp+SG+P2
accreditait	accrediter	Ver:IImp+SG+P3
accreditames	accrediter	Ver:IPSim+PL+P1
accreditant	accreditant	Adj:Mas+SG
accreditant	accrediter	Ver:PPre
accreditas	accrediter	Ver:IPSim+SG+P2
accreditasse	accrediter	Ver:SImp+SG+P1
accreditassent	accrediter	Ver:SImp+PL+P3
accreditasses	accrediter	Ver:SImp+SG+P2
accreditassiez	accrediter	Ver:SImp+PL+P2
accreditassions	accrediter	Ver:SImp+PL+P1
accreditat	accrediter	Ver:SImp+SG+P3
accreditates	accrediter	Ver:IPSim+PL+P2
accreditation	accreditation	Nom:Fem+SG
accreditations	accreditation	Nom:Fem+PL
accredite	accredite	Adj:Mas+SG
accredite	accredite	Nom:Mas+SG
accredite	accrediter	Ver:IPre+SG+P1:IPre+SG+P3:SPre+SG+P1:SPre+SG+P3:ImPre+SG+P2
accredite	accrediter	Ver:PPas+Mas+SG
accreditee	accredite	Adj:Fem+SG
accreditee	accredite	Nom:Fem+SG
accreditee	accrediter	Ver:PPas+Fem+SG
accreditees	accredite	Adj:Fem+PL
accreditees	accredite	Nom:Fem+PL
accreditees	accrediter	Ver:PPas+Fem+PL
accreditent	accrediter	Ver:IPre+PL+P3:SPre+PL+P3
accreditera	accrediter	Ver:IFut+SG+P3
accrediter	accrediter	Ver:Inf
accrediterai	accrediter	Ver:IFut+SG+P1
accrediteraient	accrediter	Ver:CPre+PL+P3
accrediterais	accrediter	Ver:CPre+SG+P1:CPre+SG+P2
accrediterait	accrediter	Ver:CPre+SG+P3
accrediteras	accrediter	Ver:IFut+SG+P2
accrediterent	accrediter	Ver:IPSim+PL+P3
accrediterez	accrediter	Ver:IFut+PL+P2
accrediteriez	accrediter	Ver:CPre+PL+P2
accrediterions	accrediter	Ver:CPre+PL+P1
accrediterons	accrediter	Ver:IFut+PL+P1
accrediteront	accrediter	Ver:IFut+PL+P3
accredites	accredite	Adj:Mas+PL
accredites	accredite	Nom:Mas+PL
accredites	accrediter	Ver:IPre+SG+P2:SPre+SG+P2
accredites	accrediter	Ver:PPas+Mas+PL
accrediteur	accrediteur	Nom:Mas+SG
accrediteurs	accrediteur	Nom:Mas+PL
accreditez	accrediter	Ver:IPre+PL+P2:ImPre+PL+P2
accreditiez	accrediter	Ver:IImp+PL+P2:SPre+PL+P2
accreditif	accreditif	Adj:Mas+SG
accreditif	accreditif	Nom:Mas+SG
accreditifs	accreditif	Adj:Mas+PL
accreditifs	accreditif	Nom:Mas+PL
accreditions	accrediter	Ver:IImp+PL+P1:SPre+PL+P1
accreditive	accreditif	Adj:Fem+SG
accreditives	accreditif	Adj:Fem+PL
accreditons	accrediter	Ver:IPre+PL+P1:ImPre+PL+P1
accrescent	accrescent	Adj:Mas+SG
accrescente	accrescent	Adj:Fem+SG
accrescentes	accrescent	Adj:Fem+PL
accretion	accretion	Nom:Fem+SG
accroc	accroc	Nom:Mas+SG
accrocha	accrocher	Ver:IPSim+SG+P3
accrochage	accrochage	Nom:Mas+SG
accrochages	accrochage	Nom:Mas+PL
accrochai	accrocher	Ver:IPSim+SG+P1
accrochaient	accrocher	Ver:IImp+PL+P3
accrochais	accrocher	Ver:IImp+SG+P1
accrochais	accrocher	Ver:IImp+SG+P2
accrochait	accrocher	Ver:IImp+SG+P3
accrochames	accrocher	Ver:IPSim+PL+P1
accrochant	accrocher	Ver:PPre
accrochas	accrocher	Ver:IPSim+SG+P2
accrochasse	accrocher	Ver:SImp+SG+P1
accrochassent	accrocher	Ver:SImp+PL+P3
accrochasses	accrocher	Ver:SImp+SG+P2
accrochassiez	accrocher	Ver:SImp+PL+P2
accrochassions	accrocher	Ver:SImp+PL+P1
accrochat	accrocher	Ver:SImp+SG+P3
accrochates	accrocher	Ver:IPSim+PL+P2
accroche	accroche	Adj:Mas+SG
accroche	accroche	Nom:Fem+SG
accroche	accrocher	Ver:Imp+SG+P2
accroche	accrocher	Ver:IPre+SG+P1
accroche	accrocher	Ver:IPre+SG+P3
accroche	accrocher	Ver:PPas+Mas+SG
accroche	accrocher	Ver:SPre+SG+P1
accroche	accrocher	Ver:SPre+SG+P3
accrochee	accroche	Adj:Fem+SG
accrochee	accrocher	Ver:PPas+Fem+SG
accrochees	accroche	Adj:Fem+PL
accrochees	accrocher	Ver:PPas+Fem+PL
accrochent	accrocher	Ver:IPre+PL+P3
accrochent	accrocher	Ver:SPre+PL+P3
accrochera	accrocher	Ver:IFut+SG+P3
accrocher	accrocher	Ver:Inf
accrocherai	accrocher	Ver:IFut+SG+P1
accrocheraient	accrocher	Ver:CPre+PL+P3
accrocherais	accrocher	Ver:CPre+SG+P1:CPre+SG+P2
accrocherait	accrocher	Ver:CPre+SG+P3
accrocheras	accrocher	Ver:IFut+SG+P2
accrocherent	accrocher	Ver:IPSim+PL+P3
accrocherez	accrocher	Ver:IFut+PL+P2
accrocheriez	accrocher	Ver:CPre+PL+P2
accrocherions	accrocher	Ver:CPre+PL+P1
accrocherons	accrocher	Ver:IFut+PL+P1
accrocheront	accrocher	Ver:IFut+PL+P3
accroches	accroche	Adj:Mas+PL
accroches	accroche	Nom:Fem+PL
accroches	accrocher	Ver:IPre+SG+P2
accroches	accrocher	Ver:PPas+Mas+PL
accroches	accrocher	Ver:SPre+SG+P2
accrocheur	accrocheur	Adj:Mas+SG
accrocheur	accrocheur	Nom:Mas+SG
accrocheurs	accrocheur	Adj:Mas+PL
accrocheurs	accrocheur	Nom:Mas+PL
accrocheuse	accrocheur	Adj:Fem+SG
accrocheuse	accrocheur	Nom:Fem+SG
accrocheuses	accrocheur	Adj:Fem+PL
accrocheuses	accrocheur	Nom:Fem+PL
accrochez	accrocher	Ver:IPre+PL+P2:ImPre+PL+P2
accroche-coeur	accroche-coeur	Nom:Mas+InvPL
accroche-coeur	accroche-coeur	Nom:Mas+SG
accrochiez	accrocher	Ver:IImp+PL+P2
accrochiez	accrocher	Ver:SPre+PL+P2
accrochions	accrocher	Ver:IImp+PL+P1
accrochions	accrocher	Ver:SPre+PL+P1
accrochons	accrocher	Ver:IPre+PL+P1:ImPre+PL+P1
accrocs	accroc	Nom:Mas+PL
accroie	accroire	Ver:SPre+SG+P1
accroie	accroire	Ver:SPre+SG+P3
accroient	accroire	Ver:IPre+PL+P3
accroient	accroire	Ver:SPre+PL+P3
accroies	accroire	Ver:SPre+SG+P2
accroire	accroire	Ver:Inf
accrois	accroitre	Ver:IPre+SG+P1:IPre+SG+P2:ImPre+SG+P2
accroissaient	accroitre	Ver:IImp+PL+P3
accroissais	accroitre	Ver:IImp+SG+P1:IImp+SG+P2
accroissait	accroitre	Ver:IImp+SG+P3
accroissant	accroitre	Ver:PPre
accroisse	accroitre	Ver:SPre+SG+P1:SPre+SG+P3
accroissement	accroissement	Nom:Mas+SG
accroissements	accroissement	Nom:Mas+PL
accroissent	accroitre	Ver:IPre+PL+P3:SPre+PL+P3
accroisses	accroitre	Ver:SPre+SG+P2
accroissez	accroitre	Ver:IPre+PL+P2:ImPre+PL+P2
accroissiez	accroitre	Ver:IImp+PL+P2:SPre+PL+P2
accroissions	accroitre	Ver:IImp+PL+P1:SPre+PL+P1
accroissons	accroitre	Ver:IPre+PL+P1:ImPre+PL+P1
accroit	accroitre	Ver:IPre+SG+P3
accroitra	accroitre	Ver:IFut+SG+P3
accroitrai	accroitre	Ver:IFut+SG+P1
accroitraient	accroitre	Ver:CPre+PL+P3
accroitrais	accroitre	Ver:CPre+SG+P1:CPre+SG+P2
accroitrait	accroitre	Ver:CPre+SG+P3
accroitras	accroitre	Ver:IFut+SG+P2
accroitre	accroitre	Ver:Inf
accroitrez	accroitre	Ver:IFut+PL+P2
accroitriez	accroitre	Ver:CPre+PL+P2
accroitrions	accroitre	Ver:CPre+PL+P1
accroitrons	accroitre	Ver:IFut+PL+P1
accroitront	accroitre	Ver:IFut+PL+P3
accroupi	accroupir	Ver:PPas+Mas+SG
accroupie	accroupir	Ver:PPas+Fem+SG
accroupies	accroupir	Ver:PPas+Fem+PL
accroupimes	accroupir	Ver:IPSim+PL+P1
accroupira	accroupir	Ver:IFut+SG+P3
accroupir	accroupir	Ver:Inf
accroupirai	accroupir	Ver:IFut+SG+P1
accroupiraient	accroupir	Ver:CPre+PL+P3
accroupirais	accroupir	Ver:CPre+SG+P1
accroupirais	accroupir	Ver:CPre+SG+P2
accroupirait	accroupir	Ver:CPre+SG+P3
accroupiras	accroupir	Ver:IFut+SG+P2
accroupirent	accroupir	Ver:IPSim+PL+P3
accroupirez	accroupir	Ver:IFut+PL+P2
accroupiriez	accroupir	Ver:CPre+PL+P2
accroupirions	accroupir	Ver:CPre+PL+P1
accroupirons	accroupir	Ver:IFut+PL+P1
accroupiront	accroupir	Ver:IFut+PL+P3
accroupis	accroupir	Ver:Imp+SG+P2
accroupis	accroupir	Ver:IPre+SG+P1
accroupis	accroupir	Ver:IPre+SG+P2
accroupis	accroupir	Ver:PPas+Mas+PL
accroupis	accroupir	Ver:IPSim+SG+P1
accroupis	accroupir	Ver:IPSim+SG+P2
accroupissaient	accroupir	Ver:IImp+PL+P3
accroupissais	accroupir	Ver:IImp+SG+P1
accroupissais	accroupir	Ver:IImp+SG+P2
accroupissait	accroupir	Ver:IImp+SG+P3
accroupissant	accroupir	Ver:PPre
accroupissant	accroupir	Ver:PPre
accroupissant	accroupir	Ver:PPre+Mas+SG
accroupisse	accroupir	Ver:SImp+SG+P1
accroupisse	accroupir	Ver:SPre+SG+P1
accroupisse	accroupir	Ver:SPre+SG+P3
